,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation,user_split,user_text,target,location
71,iembot_phi,"At 10:00 PM, Bethany Beach [Sussex Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300200/201609300200",2016-09-30 08:24:27+00:00,0,0,,#PHI,,iembot phi,"iembot phi At 10:00 PM, Bethany Beach [Sussex Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300200/201609300200",1,IA
72,iembot_phi,"At 3:00 PM, Harbeson [Sussex Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609291900/201609291900",2016-09-30 08:22:04+00:00,0,0,,#PHI,,iembot phi,"iembot phi At 3:00 PM, Harbeson [Sussex Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609291900/201609291900",1,IA
73,iembot_phi,"At 4:00 AM, Odessa [New Castle Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300800/201609300800",2016-09-30 08:15:45+00:00,0,0,,#PHI,,iembot phi,"iembot phi At 4:00 AM, Odessa [New Castle Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300800/201609300800",1,IA
74,MsBJPeart,#59 Yellow Cab Co -Charleston SC what flood? 8435776565 will get you where you got to go!!! @… https://www.instagram.com/p/BK-FDZqhIYW/,2016-09-30 06:27:27+00:00,0,0,,,,MsBJPeart,MsBJPeart #59 Yellow Cab Co -Charleston SC what flood? 8435776565 will get you where you got to go!!! @… https://www.instagram.com/p/BK-FDZqhIYW/,1,IA
75,iembot_rnk,"At 11:00 PM, 2 NE Blacksburg [Montgomery Co, VA] NWS EMPLOYEE reports FLOOD #RNK http://mesonet.agron.iastate.edu/lsr/#RNK/201609300300/201609300300",2016-09-30 04:52:46+00:00,0,0,,#RNK,,iembot rnk,"iembot rnk At 11:00 PM, 2 NE Blacksburg [Montgomery Co, VA] NWS EMPLOYEE reports FLOOD #RNK http://mesonet.agron.iastate.edu/lsr/#RNK/201609300300/201609300300",1,IA
76,iembot_rnk,"At 3:15 PM, 1 SSW Pilot [Montgomery Co, VA] TRAINED SPOTTER reports FLOOD #RNK http://mesonet.agron.iastate.edu/lsr/#RNK/201609291915/201609291915",2016-09-30 04:11:20+00:00,0,0,,#RNK,,iembot rnk,"iembot rnk At 3:15 PM, 1 SSW Pilot [Montgomery Co, VA] TRAINED SPOTTER reports FLOOD #RNK http://mesonet.agron.iastate.edu/lsr/#RNK/201609291915/201609291915",1,IA
77,iembot_phi,"At 8:08 PM, Harbeson [Sussex Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300008/201609300008",2016-09-30 03:48:07+00:00,0,0,,#PHI,,iembot phi,"iembot phi At 8:08 PM, Harbeson [Sussex Co, DE] DEPT OF HIGHWAYS reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300008/201609300008",1,IA
78,iembot_phi,"At 11:30 PM, Milford Crossing [Kent Co, DE] 911 CALL CENTER reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300330/201609300330",2016-09-30 03:47:19+00:00,0,0,,#PHI,,iembot phi,"iembot phi At 11:30 PM, Milford Crossing [Kent Co, DE] 911 CALL CENTER reports FLOOD #PHI http://mesonet.agron.iastate.edu/lsr/#PHI/201609300330/201609300330",1,IA
79,iembot_rah,"At 4:00 AM, Rockfish [Hoke Co, NC] 911 CALL CENTER reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609290800/201609290800",2016-09-30 03:42:25+00:00,0,0,,#RAH,,iembot rah,"iembot rah At 4:00 AM, Rockfish [Hoke Co, NC] 911 CALL CENTER reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609290800/201609290800",1,IA
80,iembot_rah,"At 4:00 AM, Raeford [Hoke Co, NC] 911 CALL CENTER reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609290800/201609290800",2016-09-30 03:42:25+00:00,0,0,,#RAH,,iembot rah,"iembot rah At 4:00 AM, Raeford [Hoke Co, NC] 911 CALL CENTER reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609290800/201609290800",1,IA
81,iembot_rah,"At 5:30 AM, 7 ESE Vass [Moore Co, NC] EMERGENCY MNGR reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609290930/201609290930",2016-09-30 03:42:25+00:00,0,0,,#RAH,,iembot rah,"iembot rah At 5:30 AM, 7 ESE Vass [Moore Co, NC] EMERGENCY MNGR reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609290930/201609290930",1,IA
82,iembot_rah,"At 6:45 AM, 1 SE Fayetteville [Cumberland Co, NC] BROADCAST MEDIA reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291045/201609291045",2016-09-30 03:42:24+00:00,0,0,,#RAH,,iembot rah,"iembot rah At 6:45 AM, 1 SE Fayetteville [Cumberland Co, NC] BROADCAST MEDIA reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291045/201609291045",1,IA
83,iembot_rah,"At 10:15 AM, 5 NE Goldsboro [Wayne Co, NC] 911 CALL CENTER reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291415/201609291415",2016-09-30 03:42:24+00:00,0,0,,#RAH,,iembot rah,"iembot rah At 10:15 AM, 5 NE Goldsboro [Wayne Co, NC] 911 CALL CENTER reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291415/201609291415",1,IA
84,Aurora_313Poet,"MI Clinton, Rouge, and Lower Rouge Rivers under flags flood watch. More heavy rain headed our way by morning. Be careful driving.",2016-09-30 03:23:59+00:00,0,1,,,,Aurora 313Poet,"Aurora 313Poet MI Clinton, Rouge, and Lower Rouge Rivers under flags flood watch. More heavy rain headed our way by morning. Be careful driving.",1,IA
85,iembot_akq,"At 9:31 PM, 1 S Chesapeake Heights [Wicomico Co, MD] 911 CALL CENTER reports FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609300131/201609300131",2016-09-30 01:32:29+00:00,0,0,,#AKQ,,iembot akq,"iembot akq At 9:31 PM, 1 S Chesapeake Heights [Wicomico Co, MD] 911 CALL CENTER reports FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609300131/201609300131",1,IA
86,tyturnerband,"Flood zone #Iowa @Cedar Rapids, Iowa https://www.instagram.com/p/BK9ivVNj2_K/",2016-09-30 01:27:27+00:00,0,3,,#Iowa,,tyturnerband,"tyturnerband Flood zone #Iowa @Cedar Rapids, Iowa https://www.instagram.com/p/BK9ivVNj2_K/",1,IA
87,DetroitCP,More rain on way to Metro Detroit after streets flood http://detne.ws/2do3qb4,2016-09-30 00:31:07+00:00,0,0,,,,DetroitCP,DetroitCP More rain on way to Metro Detroit after streets flood http://detne.ws/2do3qb4,1,IA
88,iembot_lwx,"At 8:00 PM, 2 N Cedar Grove [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:12:33+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 2 N Cedar Grove [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
89,iembot_lwx,"At 8:00 PM, 1 NNE Rock Enon Springs [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:11:30+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 1 NNE Rock Enon Springs [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
90,iembot_lwx,"At 8:00 PM, 4 NNW Boyce [Clarke Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:10:06+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 4 NNW Boyce [Clarke Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
91,iembot_lwx,"At 8:00 PM, 3 ESE Winchester [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:08:38+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 3 ESE Winchester [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
92,iembot_lwx,"At 8:00 PM, 2 ENE Hayfield [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:07:20+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 2 ENE Hayfield [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
93,iembot_lwx,"At 8:00 PM, 1 SW Wadesville [Clarke Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:05:46+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 1 SW Wadesville [Clarke Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
94,iembot_lwx,"At 8:00 PM, 2 SE Stephenson [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:03:10+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 2 SE Stephenson [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
95,iembot_lwx,"At 8:00 PM, 4 E Winchester [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",2016-09-30 00:02:06+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 8:00 PM, 4 E Winchester [Frederick Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609300000/201609300000",1,IA
96,iembot_lwx,"At 3:36 PM, Cedarville [Warren Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291936/201609291936",2016-09-29 23:56:22+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 3:36 PM, Cedarville [Warren Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291936/201609291936",1,IA
97,iembot_lwx,"At 3:16 PM, 1 W Cedarville [Warren Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291916/201609291916",2016-09-29 23:55:29+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 3:16 PM, 1 W Cedarville [Warren Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291916/201609291916",1,IA
98,iembot_lwx,"At 6:17 PM, 2 SE Fairview [Page Co, VA] DEPT OF HIGHWAYS reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292217/201609292217",2016-09-29 23:47:38+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 6:17 PM, 2 SE Fairview [Page Co, VA] DEPT OF HIGHWAYS reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292217/201609292217",1,IA
99,iembot_lwx,"At 6:06 PM, 2 WSW Panorama [Page Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292206/201609292206",2016-09-29 23:43:12+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 6:06 PM, 2 WSW Panorama [Page Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292206/201609292206",1,IA
100,iembot_lwx,"At 5:27 PM, 1 ENE Fairview [Page Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292127/201609292127",2016-09-29 23:41:52+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 5:27 PM, 1 ENE Fairview [Page Co, VA] 911 CALL CENTER reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292127/201609292127",1,IA
101,iembot_lwx,"At 3:38 PM, Kimball [Page Co, VA] EMERGENCY MNGR reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291938/201609291938",2016-09-29 23:40:15+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 3:38 PM, Kimball [Page Co, VA] EMERGENCY MNGR reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291938/201609291938",1,IA
102,NWSRaleigh, Move to higher ground! Flash Flood Warning including Falcon NC until 7:15 PM EDT ,2016-09-29 23:18:23+00:00,2,2,,,,NWSRaleigh,NWSRaleigh  Move to higher ground! Flash Flood Warning including Falcon NC until 7:15 PM EDT ,1,IA
103,Sean_Morrissey,"Flood Anniversary dranks. (@The Wine Kitchen - @thewkmaryland in Frederick, MD) https://www.swarmapp.com/c/f4VFKcq1DIA",2016-09-29 22:49:56+00:00,0,0,@thewkmaryland,,,Sean Morrissey,"Sean Morrissey Flood Anniversary dranks. (@The Wine Kitchen - @thewkmaryland in Frederick, MD) https://www.swarmapp.com/c/f4VFKcq1DIA",1,IA
104,NWSRaleigh, Move to higher ground! Flash Flood Warning continues for Rockfish NC until 5:45 PM EDT ,2016-09-29 21:24:03+00:00,3,2,,,,NWSRaleigh,NWSRaleigh  Move to higher ground! Flash Flood Warning continues for Rockfish NC until 5:45 PM EDT ,1,IA
105,iembot_lwx,"At 5:15 PM, Kimball [Page Co, VA] EMERGENCY MNGR reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292115/201609292115",2016-09-29 21:18:06+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 5:15 PM, Kimball [Page Co, VA] EMERGENCY MNGR reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609292115/201609292115",1,IA
106,iembot_rnk,"At 5:07 PM, Catawba [Roanoke Co, VA] AMATEUR RADIO reports FLOOD #RNK http://mesonet.agron.iastate.edu/lsr/#RNK/201609292107/201609292107",2016-09-29 21:15:01+00:00,0,0,,#RNK,,iembot rnk,"iembot rnk At 5:07 PM, Catawba [Roanoke Co, VA] AMATEUR RADIO reports FLOOD #RNK http://mesonet.agron.iastate.edu/lsr/#RNK/201609292107/201609292107",1,IA
107,PhiladelphiaCP,"Philadelphia is now included in the Flash Flood Watch, along with Delco, all of South Jersey and all of DE. Thru… http://toplocalnow.com/us/philadelphia",2016-09-29 21:05:14+00:00,0,0,,,,PhiladelphiaCP,"PhiladelphiaCP Philadelphia is now included in the Flash Flood Watch, along with Delco, all of South Jersey and all of DE. Thru… http://toplocalnow.com/us/philadelphia",1,IA
108,NWSRaleigh, Move to higher ground! Flash Flood Warning continues for Linden NC until 4:30 PM EDT ,2016-09-29 20:13:30+00:00,6,1,,,,NWSRaleigh,NWSRaleigh  Move to higher ground! Flash Flood Warning continues for Linden NC until 4:30 PM EDT ,1,IA
109,iembot_akq,"At 3:56 PM, 1 ESE Girdletree [Worcester Co, MD] 911 CALL CENTER reports FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609291956/201609291956",2016-09-29 20:02:29+00:00,0,0,,#AKQ,,iembot akq,"iembot akq At 3:56 PM, 1 ESE Girdletree [Worcester Co, MD] 911 CALL CENTER reports FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609291956/201609291956",1,IA
110,iembot_akq,"At 3:58 PM, 4 NNE Snow Hill [Worcester Co, MD] 911 CALL CENTER reports FLASH FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609291958/201609291958",2016-09-29 20:02:29+00:00,0,0,,#AKQ,,iembot akq,"iembot akq At 3:58 PM, 4 NNE Snow Hill [Worcester Co, MD] 911 CALL CENTER reports FLASH FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609291958/201609291958",1,IA
111,iembot_akq,"At 3:53 PM, 1 E Boxiron [Worcester Co, MD] 911 CALL CENTER reports FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609291953/201609291953",2016-09-29 20:02:29+00:00,0,0,,#AKQ,,iembot akq,"iembot akq At 3:53 PM, 1 E Boxiron [Worcester Co, MD] 911 CALL CENTER reports FLOOD #AKQ http://mesonet.agron.iastate.edu/lsr/#AKQ/201609291953/201609291953",1,IA
112,iembot_lwx,"At 2:53 PM, 2 WSW Winebrenners Cros [Berkeley Co, WV] PUBLIC reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291853/201609291853",2016-09-29 19:34:48+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 2:53 PM, 2 WSW Winebrenners Cros [Berkeley Co, WV] PUBLIC reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291853/201609291853",1,IA
113,NWSRaleigh, Move to higher ground! Flash Flood Warning continues for Falcon NC until 7:15 PM EDT ,2016-09-29 19:31:41+00:00,2,0,,,,NWSRaleigh,NWSRaleigh  Move to higher ground! Flash Flood Warning continues for Falcon NC until 7:15 PM EDT ,1,IA
114,DetroitCP,Flood Warning for Metro Detroit has been cancelled. Most of the area remains under a Flood Watch through Fri. Eve.… http://toplocalnow.com/us/detroit,2016-09-29 19:17:35+00:00,0,0,,,,DetroitCP,DetroitCP Flood Warning for Metro Detroit has been cancelled. Most of the area remains under a Flood Watch through Fri. Eve.… http://toplocalnow.com/us/detroit,1,IA
115,infomitigasi,"Flood - Texas, United States: FLOOD (WARNING) http://bit.ly/2deic5Q",2016-09-29 19:10:47+00:00,0,0,,,,infomitigasi,"infomitigasi Flood - Texas, United States: FLOOD (WARNING) http://bit.ly/2deic5Q",1,IA
116,NWSRaleigh, Move to higher ground! Flash Flood Warning continues for Rockfish NC until 5:45 PM EDT ,2016-09-29 18:39:31+00:00,1,0,,,,NWSRaleigh,NWSRaleigh  Move to higher ground! Flash Flood Warning continues for Rockfish NC until 5:45 PM EDT ,1,IA
117,educaciondecr,"Flood - Texas, United States: FLOOD (WARNING) http://dlvr.it/MMLjd7",2016-09-29 18:31:10+00:00,0,0,,,,educaciondecr,"educaciondecr Flood - Texas, United States: FLOOD (WARNING) http://dlvr.it/MMLjd7",1,IA
118,disasteraware,"#FLOOD New Alert: Flood - Texas, United States, Severity: WARNING http://snc.pdc.org/PRODUCTION/e1ab2be2-6ba1-43f5-9fe9-5a4c47a35d58/index.html",2016-09-29 18:26:56+00:00,0,0,,#FLOOD,,disasteraware,"disasteraware #FLOOD New Alert: Flood - Texas, United States, Severity: WARNING http://snc.pdc.org/PRODUCTION/e1ab2be2-6ba1-43f5-9fe9-5a4c47a35d58/index.html",1,IA
119,iembot_lwx,"At 11:30 AM, 1 ESE Spring Valley [Stafford Co, VA] BROADCAST MEDIA reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291530/201609291530",2016-09-29 18:17:30+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 11:30 AM, 1 ESE Spring Valley [Stafford Co, VA] BROADCAST MEDIA reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291530/201609291530",1,IA
120,iembot_lwx,"At 11:00 AM, 1 S Spring Valley [Stafford Co, VA] BROADCAST MEDIA reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291500/201609291500",2016-09-29 18:15:04+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 11:00 AM, 1 S Spring Valley [Stafford Co, VA] BROADCAST MEDIA reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291500/201609291500",1,IA
121,topix_raleigh,"Heavy rains bring floods, prompt rescues in North Carolina http://bit.ly/2dxFo2m",2016-09-29 17:41:46+00:00,0,0,,,,topix raleigh,"topix raleigh Heavy rains bring floods, prompt rescues in North Carolina http://bit.ly/2dxFo2m",1,IA
122,topix_raleigh,"Heavy rains bring floods, prompt rescues in North Carolina http://bit.ly/2d8Y3Ph",2016-09-29 17:41:45+00:00,0,0,,,,topix raleigh,"topix raleigh Heavy rains bring floods, prompt rescues in North Carolina http://bit.ly/2d8Y3Ph",1,IA
123,christianyb,"#tbt to birthday fun, world's fair park, visit_knoxville, sun sphere, and the Orange flood of… https://www.instagram.com/p/BK8skonj1wR/",2016-09-29 17:34:08+00:00,0,0,,#tbt,,christianyb,"christianyb #tbt to birthday fun, world's fair park, visit_knoxville, sun sphere, and the Orange flood of… https://www.instagram.com/p/BK8skonj1wR/",1,IA
124,Aurora_313Poet,Why am I feeling like a happy child as I wade through 4 inches of flood water to get to the bus? And now it's raining AGAIN,2016-09-29 17:23:03+00:00,1,0,,,,Aurora 313Poet,Aurora 313Poet Why am I feeling like a happy child as I wade through 4 inches of flood water to get to the bus? And now it's raining AGAIN,1,IA
125,NWSRaleigh, Move to higher ground! Flash Flood Warning including Falcon NC until 7:15 PM EDT ,2016-09-29 17:21:29+00:00,1,1,,,,NWSRaleigh,NWSRaleigh  Move to higher ground! Flash Flood Warning including Falcon NC until 7:15 PM EDT ,1,IA
126,Paws4LifeRescue,"A little rain, a flood or a torrential downpour – nothing can keep Dr. O from his pool time.… https://www.instagram.com/p/BK8po9ZhlL-/",2016-09-29 17:08:30+00:00,0,0,,,,Paws4LifeRescue,"Paws4LifeRescue A little rain, a flood or a torrential downpour – nothing can keep Dr. O from his pool time.… https://www.instagram.com/p/BK8po9ZhlL-/",1,IA
127,iembot_lwx,"At 11:04 AM, Pumphrey [Anne Arundel Co, MD] DEPT OF HIGHWAYS reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291504/201609291504",2016-09-29 16:54:30+00:00,0,0,,#LWX,,iembot lwx,"iembot lwx At 11:04 AM, Pumphrey [Anne Arundel Co, MD] DEPT OF HIGHWAYS reports FLOOD #LWX http://mesonet.agron.iastate.edu/lsr/#LWX/201609291504/201609291504",1,IA
128,NWSRaleigh, Move to higher ground! Flash Flood Warning continues for Linden NC until 4:30 PM EDT ,2016-09-29 16:53:13+00:00,0,2,,,,NWSRaleigh,NWSRaleigh  Move to higher ground! Flash Flood Warning continues for Linden NC until 4:30 PM EDT ,1,IA
129,iembot_rah,"At 11:00 AM, 2 N Spring Lake [Cumberland Co, NC] COUNTY OFFICIAL reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291500/201609291500",2016-09-29 16:10:29+00:00,0,0,,#RAH,,iembot rah,"iembot rah At 11:00 AM, 2 N Spring Lake [Cumberland Co, NC] COUNTY OFFICIAL reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291500/201609291500",1,IA
130,iembot_rah,"At 11:25 AM, 1 NNW Rockfish [Hoke Co, NC] COUNTY OFFICIAL reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291525/201609291525",2016-09-29 16:05:28+00:00,0,0,,#RAH,,iembot rah,"iembot rah At 11:25 AM, 1 NNW Rockfish [Hoke Co, NC] COUNTY OFFICIAL reports FLASH FLOOD #RAH http://mesonet.agron.iastate.edu/lsr/#RAH/201609291525/201609291525",1,IA
